Review,rating,week_start,Compound,Positive,Neutral,Negative
"The app used to be quite good - not very good, but quite good. Now it's a mere disaster! Loads of rubbish you don't need and you never find what you are looking for. The collections are not the same as on your Kindle, the navigation is absolutely rotten - you simply get lost and you spend ages to find the book you are currently reading - and the synchronisation doesn't work properly either. How can such a big company spend so little money on a simple app!? If you outsource everything to India you'll never be able to get reasonable quality!",1,9/24/2018,-0.8352,0.075,0.798,0.127
nice app,5,9/24/2018,0.4215,0.737,0.263,0
It's nice very good,5,9/24/2018,0.7178,0.75,0.25,0
best,5,9/24/2018,0.6369,1,0,0
I know about this book from my computer teacher,5,9/24/2018,0,0,1,0
Very very nice,5,9/24/2018,0.5222,0.628,0.372,0
Love the app. Just wish there were more annotation options like underlining instead of only highlighting.,4,9/24/2018,0.8646,0.426,0.574,0
It's good,4,9/24/2018,0.4404,0.744,0.256,0
osm,5,9/24/2018,0,0,1,0
Osmmm,5,9/24/2018,0,0,1,0
I love play store,5,9/24/2018,0.765,0.868,0.132,0
"I really appreciate the ability to set the font to be what the publisher uses in the print book. Now, the ability to set custom fonts would also be welcomed.",5,9/24/2018,0.8598,0.296,0.704,0
Love being able to read books on my tablet. This app rarely has any problems. Have used for years.,5,9/24/2018,0.7549,0.275,0.725,0
I wish there was a way to sign in and out so I didnt have to uninstall just to sign into a different account.,4,9/24/2018,0.764,0.268,0.732,0
Nice,2,9/24/2018,0.4215,1,0,0
I have to reinstall this app every couple of days it goes missing. WHY?,3,9/24/2018,-0.296,0,0.845,0.155
Its knowledge,5,9/24/2018,0,0,1,0
$30 on a book that I can't read on my cloud reader.,1,9/24/2018,0,0,1,0
"I have a complaint,u have rated that this app is 12+ then why do you ask creditcard no.and more details.how can a child between 12 to 18 could read it so change it as 18+ or give free trail for one month without asking any details after one month u can stop that ,please take this complaint",1,9/24/2018,0.296,0.095,0.831,0.075
Hacker is using this to track me,1,9/24/2018,0,0,1,0
Its good ..,5,9/24/2018,0.4404,0.592,0.408,0
Good app,4,9/24/2018,0.4404,0.744,0.256,0
Mst,5,9/24/2018,0,0,1,0
It is a good $ great time,5,9/24/2018,0.7906,0.7,0.3,0
Love It😍😍 especially now since the purchase now tab is not so easy to click on..you guys rock with that upgrade,5,9/24/2018,0.2895,0.16,0.724,0.115
Very awesome thanks,5,9/24/2018,0.8211,0.883,0.117,0
Liked one,4,9/24/2018,0.4215,0.737,0.263,0
Nice app 👍,3,9/24/2018,0.4215,0.483,0.517,0
It is very useful.,5,9/24/2018,0.4927,0.516,0.484,0
Nice app,5,9/24/2018,0.4215,0.737,0.263,0
Galbat,3,9/24/2018,0,0,1,0
Good work,5,9/24/2018,0.4404,0.744,0.256,0
Books stop downloading randomly,2,9/24/2018,-0.296,0,0.577,0.423
"This is the best and free alternative to the Amazon Kindle device. Eco-friendly. Go for it and do read my eBook novel titled ""7 Seconds: A Typical Guy, Atypical Life"" about a boy who defends reservations in India.",5,9/24/2018,0.8885,0.264,0.736,0
Good app,5,9/24/2018,0.4404,0.744,0.256,0
Great app to own,5,9/24/2018,0.6249,0.577,0.423,0
Amazing app,5,9/24/2018,0.5859,0.792,0.208,0
my kid think it's boring,3,9/17/2018,-0.3182,0,0.635,0.365
Great,5,9/17/2018,0.6249,1,0,0
Can not remove from device. Came pre-installed. Very irritating. Infuriating really. Bloatware. Monopolistic and intrusive.,1,9/17/2018,-0.7889,0,0.651,0.349
I like it,5,9/17/2018,0.3612,0.714,0.286,0
Good,5,9/17/2018,0.4404,1,0,0
Long time kindal member just found app.very happy,5,9/17/2018,0.5719,0.346,0.654,0
जय आदिवासी,5,9/17/2018,0,0,1,0
"1. Switching accounts (America & Japan) is a nightmare. Basically, it doesn't support switch accounts. If I logged in multiple Amazon accounts, it stuck in one of it. 2. It should provide a filter for purchase d and samples.",1,9/17/2018,-0.3732,0.046,0.839,0.115
👨‍🏭,5,9/17/2018,0,0,1,0
This is the worst,1,9/17/2018,-0.6249,0,0.423,0.577
Kindle only accept ICICI and HDFC bank debit cards. I don't have account in these banks because of this I cannot read books online. Is there any other way to become member of kindle,2,9/17/2018,0.3818,0.077,0.923,0
very bad app,5,9/17/2018,-0.5849,0,0.345,0.655
This app is a Godsend to book lovers like me.,5,9/17/2018,0.8658,0.618,0.382,0
Best app ever,5,9/17/2018,0.6369,0.677,0.323,0
"Improve the library sorting method and most importantly add option to save book to sd card, then it will easily become 5-star app",3,9/17/2018,0.8777,0.369,0.631,0
ooohhh my God it's very nice,5,9/17/2018,0.6361,0.565,0.435,0
"It spams me with notification. Plus, id love to have a ""send to kindle"" button on my phone, though it seems impossible.",3,9/17/2018,0.6369,0.174,0.826,0
"Depending on which tablet you have the performance might be really great or really horrible; for example on the LG tablet it sucks on the old Kindle Fire tablet it works well but on the new Fire tablet is is so crippled it's unusable. With all their billions of dollars you would think Amazon would hire some programmers that would make this simple app work better than the many apps that are available from small one-man startups. For example the text to speech feature in the Kindle app is only enabled on a genuine Kindle Fire tablet but even the new Kindle Fire tablets text-to-speech feature is totally broken with huge pauses between words or sentences, yet it still works flawlessly on my old 7 inch Fire, even though the new one has twice as much RAM.",3,9/17/2018,-0.8896,0.105,0.738,0.157
Good,5,9/17/2018,0.4404,1,0,0
This app is useful,4,9/17/2018,0.4404,0.492,0.508,0
Not working after update. Store will not come up just a big white blank sheet after the last update.,1,9/17/2018,0,0,1,0
"I already have Kindle so I don't have to download this app ,but why it's not working properly😑😑😑😑😑😑",1,9/17/2018,0,0,1,0
Very important app for me,5,9/17/2018,0.2716,0.344,0.656,0
Its fabulous,5,9/17/2018,0.5267,0.773,0.227,0
Good appp,5,9/17/2018,0.4404,0.744,0.256,0
A simple and clean app for mobile readers,4,9/17/2018,0.4019,0.31,0.69,0
Users download it to read and not to know the names of authors and books.they give random pages to read. The user ends up buying the book if they want to read it .,1,9/17/2018,0.0772,0.039,0.961,0
Idk y..it's not opening 😑😑,1,9/17/2018,-0.1027,0,0.741,0.259
It is a very good and easy method for reading.,5,9/17/2018,0.7474,0.476,0.524,0
Wow,5,9/17/2018,0.5859,1,0,0
Great app,4,9/17/2018,0.6249,0.804,0.196,0
The best reading app,5,9/17/2018,0.6369,0.583,0.417,0
Best app everr,5,9/17/2018,0.6369,0.677,0.323,0
Okay. But needed to do more useful,5,9/17/2018,0.6946,0.534,0.466,0
Im not sure ehats going on but my books arent appearing. It keeps saying it cannot sync try again later. I cannot rename my device. I cant do anything. I just bought a book but i cant even read it... i used to love this app. Please fix the errors.,1,9/17/2018,0.7326,0.164,0.75,0.086
Good book,3,9/17/2018,0.4404,0.744,0.256,0
"This is a wonderful app, So good to read books instead of playing Fortnite and Roblox I highly recommend. 5 stars ⭐⭐⭐⭐⭐",5,9/17/2018,0.8882,0.434,0.566,0
Good,5,9/17/2018,0.4404,1,0,0
Nice nd very helpful app....,5,9/17/2018,0.7089,0.663,0.337,0
I like to use this app to read in French (not my first language). I like being able to look words up instantly. My only complaint is the translation dictionary. Bing doesn't recognize the language I'm reading in very well and sometimes doesn't give a translation at all. Google translate works much better. I'd like to see this improved or switched.,4,9/17/2018,0.9219,0.236,0.733,0.032
Good,5,9/17/2018,0.4404,1,0,0
Ots very good and it gives better knowlage for children,5,9/17/2018,0.7264,0.432,0.568,0
Everything sucked,1,9/17/2018,-0.4588,0,0.25,0.75
Nice one,5,9/17/2018,0.4215,0.737,0.263,0
Nice,5,9/17/2018,0.4215,1,0,0
Swampy notifications,1,9/17/2018,0,0,1,0
Very good,5,9/17/2018,0.4927,0.762,0.238,0
I love Amazon Kindle,5,9/17/2018,0.7096,0.855,0.145,0
Please bring back the old color settings! I liked sepia for night reading.,3,9/17/2018,0.6588,0.35,0.65,0
Nice but some book has my selebarse has no read,5,9/17/2018,-0.2263,0.15,0.63,0.22
I HATE THIS GOT DAM APP,1,9/17/2018,-0.5719,0,0.519,0.481
It was great 5 stars until ads started popping up in the middle of reading a book with no way to turn them off very distracting,3,9/17/2018,0.1045,0.138,0.705,0.158
"I have multiple accounts. I wish I could switch accounts while in the app. Im having, instead to uninstall and install to sign in to each other one.",3,9/17/2018,-0.4939,0.088,0.752,0.16
I really hate that when you download a book you get a blasted kindle book icon in the notification bar which if you click on says 99% downloaded and is impossible to dismiss - really annoying can't get rid of it even though the book is 100% downloaded,1,9/17/2018,-0.7897,0,0.857,0.143
I have got Kindle reading app on my Lenovo tablet it freezes and I'm having a lot of trouble deleting books that I have read and it also throws me off not a happy bunny,3,9/17/2018,-0.7002,0,0.805,0.195
I love this app,5,9/17/2018,0.6369,0.677,0.323,0
Wish I could specify a setting to store my downloaded books on my micro SD card instead of internal storage. My library is extensive.,5,9/17/2018,0.4019,0.114,0.886,0
Very very bad,1,9/17/2018,-0.6214,0,0.329,0.671
Good,3,9/17/2018,0.4404,1,0,0
Ok,1,9/17/2018,0.296,1,0,0
gooooooooood.......@very,5,9/17/2018,0,0,1,0
Good,5,9/17/2018,0.4404,1,0,0
Good app,5,9/17/2018,0.4404,0.744,0.256,0
Coolest ever,5,9/17/2018,0,0,1,0
Normal,5,9/17/2018,0,0,1,0
Good,5,9/17/2018,0.4404,1,0,0
It is a very amazing app I love it it is also useful for education. But need to be improved,5,9/17/2018,0.8854,0.448,0.552,0
It is a good book for students,5,9/17/2018,0.4404,0.367,0.633,0
The latest update wiped my entire library. Incredibly frustrating. There is no point to this app whatsoever.,1,9/17/2018,-0.659,0,0.736,0.264
Good,5,9/17/2018,0.4404,1,0,0
It's nice,5,9/17/2018,0.4215,0.737,0.263,0
Loved it,5,9/17/2018,0.5994,0.796,0.204,0
Good better best,5,9/17/2018,0.875,1,0,0
Pupr,5,9/17/2018,0,0,1,0
It can do better. Moon reader is much better in many aspects. The only reason for using this app is to access my kindle unlimited books. Automatic scroll will be better than word runner. Doesn't have wide range of customize options when compared with other apps. I wonder why Amazon couldn't give much better reading experience for its readers by improving this app.,2,9/17/2018,0.9337,0.223,0.777,0
I just luv it,5,9/17/2018,0,0,1,0
No free books?,5,9/17/2018,0.2732,0.508,0.154,0.338
A best pocket friendly library..,5,9/17/2018,0.8126,0.787,0.213,0
Wow,5,9/17/2018,0.5859,1,0,0
Dear amazon can you give emi for my favorite book.,5,9/17/2018,0.743,0.51,0.49,0
it will be great if you add text to speak feature asap.... as i know there are thousands of people lazy like me ;),1,9/17/2018,0.7184,0.283,0.633,0.083
I love to read book but I can not borrow all book this app helps me to do that so thank you for making this app😊😊,5,9/17/2018,0.8299,0.294,0.706,0
Kabad h kabad just waste of time only have samples not books it is made just to promote business of amazon,1,9/17/2018,0.128,0.178,0.705,0.116
Very good,5,9/17/2018,0.4927,0.762,0.238,0
Please make a night mode.,5,9/17/2018,0.3182,0.434,0.566,0
Its good .,5,9/17/2018,0.4404,0.744,0.256,0
It's nice aap for students,4,9/17/2018,0.4215,0.412,0.588,0
Don't install to SD unless you have a good card! Works great otherwise.,4,9/17/2018,0.807,0.422,0.578,0
Low key pissed I could only have a 7 day trial if this app is on my phone for free I should be able to use it for free,3,9/17/2018,0.0772,0.195,0.619,0.186
Please allow inverting the colors of the text when we apply dark mode to the app.,3,9/17/2018,0.4939,0.231,0.769,0
Nice story,4,9/17/2018,0.4215,0.737,0.263,0
Good,5,9/17/2018,0.4404,1,0,0
"Keeps stealing focus from other apps because it wants to repeatedly tell me it can't download a book. I've never had an Android app steal focus like this before, it's entirely unacceptable.",1,9/17/2018,-0.8268,0.063,0.68,0.257
It us a good app for reading,4,9/17/2018,0.4404,0.367,0.633,0
Very usefull app so thanks,5,9/17/2018,0.5777,0.483,0.517,0
3great,5,9/17/2018,0,0,1,0
I cant download the application,2,9/17/2018,0,0,1,0
This is cobblers. Can't see how to refine categories of genre when looking for new books on this app. Much easier on e-reader,2,9/17/2018,0.4215,0.113,0.887,0
Love reading books there. One problem is when I reboot the phone I lose the App.,5,9/17/2018,-0.0516,0.204,0.534,0.262
Love it,5,9/17/2018,0.6369,0.808,0.192,0
Very nice..,5,9/17/2018,0,0,1,0
👍👍,5,9/17/2018,0,0,1,0
Very good from lemon squeezer,5,9/17/2018,0.4927,0.444,0.556,0
Sync takes so long!!! I just switched from tablet to phone and it won't sync,3,9/17/2018,0,0,1,0
It is a very app for learning,5,9/17/2018,0,0,1,0
"Saya nak sangat unlimited kindle, tapi sangat susah. Jadi sekarang saya sudah pindah ke scribd.",1,9/17/2018,0,0,1,0
I dont know why so many complaints. This app is awesome for reading books articles documents. I recommend it,5,9/17/2018,0.5606,0.28,0.594,0.126
I forgot my password then I went to forget password they told me to year some number and type it its telling something is wrong so I gave only 1 star,1,9/17/2018,-0.5719,0.043,0.792,0.165
Kindle is the best app for read,5,9/17/2018,0.6369,0.412,0.588,0
there should be a feature of night mode reading,3,9/17/2018,0,0,1,0
Good,5,9/17/2018,0.4404,1,0,0
Very useful when I need to read books in class,5,9/17/2018,0.4927,0.285,0.715,0
I thought they said free books. It's only samples,1,9/17/2018,0.5106,0.32,0.68,0
Nice app,5,9/17/2018,0.4215,0.737,0.263,0
Good work,5,9/17/2018,0.4404,0.744,0.256,0
I think it too bad,5,9/17/2018,-0.5423,0,0.462,0.538
I love this app but it keeps uninstalling from my phone I don't know why but its very irritating,4,9/17/2018,-0.429,0.118,0.681,0.201
Love the Kindle but having a problem opening it the icon is gone off my table I have uninstalled and reinstalled it and still no icon can you help please,5,9/17/2018,0.4118,0.237,0.598,0.165
Fantastic,5,9/17/2018,0.5574,1,0,0
It is a very best app for novels,5,9/17/2018,0.6697,0.428,0.572,0
Good,5,9/17/2018,0.4404,1,0,0
Rough,2,9/17/2018,0,0,1,0
Good excellent,5,9/17/2018,0.765,1,0,0
Excellent!!!!,5,9/17/2018,0,0,1,0
I like it,4,9/17/2018,0.3612,0.714,0.286,0
Anuj Tiwari,5,9/17/2018,0,0,1,0
It'd good guys but not excellent,4,9/17/2018,-0.4673,0.196,0.402,0.402
Gjb ka app,5,9/17/2018,0,0,1,0
Best app ever,5,9/17/2018,0.6369,0.677,0.323,0
Good app for learning,5,9/17/2018,0.4404,0.492,0.508,0
"Used to be good, but today I have paid for a book and it won't appear on my library. Very disappointed.",1,9/17/2018,-0.5632,0.083,0.722,0.195
Loved it! Great for young minds,5,9/17/2018,0.8516,0.675,0.325,0
Fundamentalism,5,9/17/2018,0,0,1,0
It's incredibly offensive that I can't uninstall this garbage,1,9/17/2018,0.1513,0.295,0.455,0.25
Horrible you have to buy the books then what's the point of having an app,1,9/17/2018,-0.5423,0,0.8,0.2
Love the app,5,9/17/2018,0.6369,0.677,0.323,0
Its man as some app for me to reread in,5,9/17/2018,0,0,1,0
It's great have lots of good books,5,9/17/2018,0.7906,0.583,0.417,0
I don't read on it. It's useless to me9,1,9/17/2018,-0.4215,0,0.714,0.286
"Sends you spam advertising notifications. Totally unacceptable in my opinion. Rendering of text a bit poor, didn't put space between paragraphs in the book I read which was awkward to read. App randomly opened after updating with a message about permissions—uninstalled. I don't want apps randomly opening when I'm in the middle of something else.",1,9/17/2018,-0.8662,0,0.797,0.203
It is a very good app✌👍,5,9/17/2018,0.4927,0.444,0.556,0
Can't install the app icon to open application..,5,9/17/2018,0,0,1,0
Love it,5,9/17/2018,0.6369,0.808,0.192,0
This is now such a poor e-reader. I have a lenovo tablet and this keeps on disappearing. I have to go to the play store and enable it before I can use it again. Really annoying especially if I cannot get internet access.,2,9/17/2018,-0.5709,0.056,0.8,0.143
has a very wide option of books,5,9/17/2018,0,0,1,0
Excellent app... Impressed,5,9/17/2018,0.7783,0.872,0.128,0
Pages not loading. App is generally slow. Nokia 7plus . Search always blank pagw,2,9/17/2018,0,0,1,0
I loved the app more... it has the best top book collection,5,9/17/2018,0.872,0.553,0.447,0
Must,5,9/17/2018,0,0,1,0
Would be helpful if translation is available in few other languages,4,9/17/2018,0.4215,0.219,0.781,0
Too friggin' bright. I don't mind using different reading apps but Kindle becomes a great convenience when buying from Amazon. But I don't want to stab my eyes with this kind of brightness. Will raise star rating when issue is addressed properly.,1,9/17/2018,0.948,0.329,0.645,0.026
