Review,rating,week_start,Compound,Positive,Neutral,Negative
Good app would be better if it could be moved to external storage.,3,9/24/2018,0.7003,0.345,0.655,0
I enjoy the app very much I've had it for,5,9/24/2018,0.4939,0.286,0.714,0
Nice .......,4,9/24/2018,0.4215,0.737,0.263,0
Great for readers!,5,9/24/2018,0.6588,0.687,0.313,0
It's v.nice,5,9/24/2018,0,0,1,0
Even PDF docs look better in Kindle than other readers!,5,9/24/2018,0.4926,0.262,0.738,0
Good,4,9/24/2018,0.4404,1,0,0
Brightness keeps changing,5,9/24/2018,0.3818,0.565,0.435,0
"Even though I purchased book, many pages randomly still appearing loading. This interrupts the flow of reading 😠",2,9/24/2018,-0.7118,0,0.73,0.27
Great service,5,9/24/2018,0.6249,0.804,0.196,0
Blah,1,9/24/2018,-0.1027,0,0,1
Does we have to give money for books,2,9/24/2018,0,0,1,0
Doesn't have the books I want to read like Percy Jackson seires.,1,9/24/2018,0.4215,0.297,0.703,0
You can find almost any book you want to read!,5,9/24/2018,0.1511,0.15,0.85,0
I don't want it on my phone and it won't let me take it off,1,9/24/2018,-0.0572,0,0.914,0.086
I love to read.,5,9/24/2018,0.6369,0.677,0.323,0
Beautiful,1,9/24/2018,0.5994,1,0,0
Has improved over the last 8 years,4,9/24/2018,0.4767,0.383,0.617,0
Very good for those who live reading👍👍👍,5,9/24/2018,0.4927,0.347,0.653,0
Sucks,1,9/24/2018,-0.3612,0,0,1
Good,5,9/24/2018,0.4404,1,0,0
Yay books,5,9/24/2018,0.5267,0.773,0.227,0
Won't run on my android 6 tablet,1,9/24/2018,0,0,1,0
Great,5,9/24/2018,0.6249,1,0,0
Best,5,9/24/2018,0.6369,1,0,0
Good free trial,4,9/24/2018,0.7351,0.861,0.139,0
Love having a library at my fingertips!!,5,9/24/2018,0.6988,0.489,0.511,0
No,1,9/24/2018,-0.296,0,0,1
No,5,9/24/2018,-0.296,0,0,1
I don't like it,1,9/24/2018,-0.2755,0,0.487,0.513
just rubbish,1,9/24/2018,0,0,1,0
The books and dictionary keep disappearing from my device. I have to download them over and over again. It doesn't lose my place in the book I am reading. Uninstalling.,4,9/24/2018,0.3089,0.077,0.923,0
This is such a good app if you love reading and if you like reading,5,9/24/2018,0.8625,0.466,0.534,0
Good,5,9/24/2018,0.4404,1,0,0
"Love the ""unlimited"" option!",5,9/24/2018,0.6696,0.6,0.4,0
"Constant ads, obnoxious and not wanted or needed",1,9/24/2018,-0.4588,0,0.7,0.3
The most important feature for me is 'send to kindle' share option and this does not work in any browser for Android. iOS version works perfect.,1,9/24/2018,0.7902,0.258,0.742,0
"I like it,it's a very useful app,but it doesn't quite have the books I want,like books by Morris gleitzman,i rate it 4 out of 5",4,9/24/2018,0.6901,0.24,0.76,0
Awesome,5,9/24/2018,0.6249,1,0,0
"I'll be glad and appreciate if it supports the Persian language, like other languages, such as English, Japanese, Spanish, and ...../. Thanks.",1,9/24/2018,0.9118,0.444,0.556,0
I want to read zak and the dream pirates,4,9/24/2018,0.3182,0.355,0.645,0
"I've enjoyed this app since 2013. In it's infancy it was revolutionary. Now it has morphed into an app that any bookworm should utilize. It allows you to delve into the pages of any printed page, that we may escape or enhance this very moment.",5,9/24/2018,0.6124,0.104,0.896,0
Nice it is,4,9/24/2018,0.4215,0.583,0.417,0
Excellent,5,9/24/2018,0.5719,1,0,0
Kindle needs to improve its Dictionary UI and provide us meaning in very simple language. I always have to jump from one App to another (Kindle to Third Party Dictionary) to see meaning because its layout and UI is not so comfortable.,4,9/24/2018,0.2963,0.119,0.809,0.072
I enjoy reading and this app is very good,4,9/24/2018,0.7501,0.516,0.484,0
Malik Naseer g,5,9/24/2018,0,0,1,0
Good app....👍👍👍,5,9/24/2018,0.4404,0.744,0.256,0
Good,4,9/24/2018,0.4404,1,0,0
Not bad But not good also,5,9/24/2018,-0.2924,0.213,0.443,0.344
Good,5,9/24/2018,0.4404,1,0,0
NICE APP,5,9/24/2018,0.4215,0.737,0.263,0
Ok,3,9/24/2018,0.296,1,0,0
Nice,5,9/24/2018,0.4215,1,0,0
For reading really good,5,9/24/2018,0.4927,0.516,0.484,0
Very very useful to me as well as all,5,9/24/2018,0.6779,0.443,0.557,0
Option of SCREENSHOT must be turned off to Avoid Piracy. It's a request from small authors Like Me.,4,9/24/2018,0.0772,0.127,0.761,0.112
Good job amazon darling 😅😅,5,9/24/2018,0.8126,0.808,0.192,0
Hi,1,9/24/2018,0,0,1,0
I am cool and i love it,5,9/24/2018,0.7579,0.684,0.316,0
Very bad,1,9/24/2018,-0.5849,0,0.209,0.791
There is a great variety of books that we can download. Love it😍 osm,5,9/24/2018,0.8519,0.43,0.57,0
Love that I've always got reading material.,5,9/24/2018,0.6369,0.412,0.588,0
It's a beautiful and moral book for children,5,9/24/2018,0.5994,0.394,0.606,0
pooooooooop,1,9/24/2018,0,0,1,0
World's largest learning app,5,9/24/2018,0,0,1,0
Waste,5,9/24/2018,-0.4215,0,0,1
I have a good idea to have a look and let me tell I LOVE YOU I LOVE I think it would look like a look at it when it when I get back to you with a few,5,9/24/2018,0.9457,0.37,0.63,0
Super,5,9/24/2018,0.5994,1,0,0
Not installed yet,5,9/24/2018,0,0,1,0
c hai sb Ccccc,5,9/24/2018,0,0,1,0
It is hopeless,5,9/24/2018,-0.4588,0,0.4,0.6
Hi,5,9/24/2018,0,0,1,0
Thriller,4,9/24/2018,0.1027,1,0,0
Nice read,5,9/24/2018,0.4215,0.737,0.263,0
Boooooooo,1,9/24/2018,0,0,1,0
Amazing app like it,5,9/24/2018,0.743,0.759,0.241,0
Like the app. I think its a bit more complicated to use now then before. I wish there was a way the books could be organized so the books I've read and the ones I haven't read were separated.,4,9/24/2018,0.6369,0.14,0.86,0
It is GooD,5,9/24/2018,0.4404,0.592,0.408,0
Colorful reads. Zoom on illustrations. Highlight and make flash cards. Prime allows for a large library of unlimited reads. I use it primarily for educational and technical reads.,5,9/24/2018,0.34,0.088,0.912,0
"Good app but it crashes sometime, so make it perfect.",5,9/24/2018,-0.1165,0.348,0.329,0.322
Crash of cars,5,9/24/2018,-0.7096,0,0.29,0.71
Nice one,5,9/24/2018,0.4215,0.737,0.263,0
Pls do more work in this app is not loading fast it's very slow even full network access,3,9/24/2018,0.0772,0.071,0.929,0
Abhi Dekh le,3,9/24/2018,0,0,1,0
Cant even see the book that I boufgt on Amazon. Just a black screen with pages.,1,9/24/2018,0.1779,0.116,0.884,0
good,5,9/24/2018,0.4404,1,0,0
Awesome 🤘🏻,5,9/24/2018,0.6249,0.369,0.631,0
"I stopped using my Kindle over 2 years ago because this app is so convenient. My phone goes everywhere with me and anytime I've got to wait for an appointment, I can always read one of the many books I have on here. Because I'm a Prime member I also get a free book every month instantly downloaded to my phone. Very good app.",5,9/24/2018,0.6801,0.104,0.865,0.03
Good,5,9/24/2018,0.4404,1,0,0
Vaa yaar,5,9/24/2018,0,0,1,0
Nice,5,9/24/2018,0.4215,1,0,0
It's a good book,5,9/24/2018,0.4404,0.592,0.408,0
Amazing Experience,5,9/24/2018,0.5859,0.792,0.208,0
Please add an English-hebrew translator,5,9/24/2018,0.3182,0.365,0.635,0
"It came preinstalled. I can't uninstall it, and I need space on my phone. Its actually just a huge waste of space.",1,9/24/2018,0.5245,0.248,0.64,0.112
Wonderful,5,9/24/2018,0.5719,1,0,0
Niccccc comics,5,9/24/2018,0,0,1,0
👌,5,9/24/2018,0.7297,1,0,0
Good app,5,9/24/2018,0.4404,0.744,0.256,0
Well,4,9/24/2018,0.2732,1,0,0
Karmveer 💐 Yadav jaanu,5,9/24/2018,0,0,1,0
good app,4,9/24/2018,0.4404,0.744,0.256,0
After been with them for long time spent lot of money for audio books and ebooks they become greedy and don't care about their loyal customer. .......you ask to purchase matching book but i have to pay again even already own the ebook....just because is an older version with the same content........ is just crazy and simply money grabbing. ......it should be automatically updated. ....,5,9/24/2018,-0.6266,0.03,0.852,0.118
nic apps,5,9/24/2018,0,0,1,0
Never got to use it.,5,9/24/2018,0,0,1,0
Good app but this app loading very slow plz need more work in this app is loading very very slow even good network area.,4,9/24/2018,0.7943,0.277,0.723,0
Best one,4,9/24/2018,0.6369,0.808,0.192,0
The only that needs to be addressed. Is all the ads while online doing anything. Way to many ads overall.,5,9/24/2018,0,0,1,0
Bettee,3,9/24/2018,0,0,1,0
Works as 'bout as well one could hope.,5,9/24/2018,0.6124,0.455,0.545,0
Too bloody slow,2,9/24/2018,-0.4404,0,0.408,0.592
Very bad,5,9/24/2018,-0.5849,0,0.209,0.791
Nice app,5,9/24/2018,0.4215,0.737,0.263,0
Good,5,9/24/2018,0.4404,1,0,0
I LOVE to read but it won't let me open it!! Help!!,5,9/24/2018,0.8264,0.461,0.539,0
Should have search options,4,9/24/2018,0,0,1,0
Every time I download my books I don't have any problems,5,9/24/2018,0.3089,0.22,0.78,0
Awesome,5,9/24/2018,0.6249,1,0,0
I like the page,4,9/24/2018,0.3612,0.556,0.444,0
"not everyone has a credit card, not everyone has icici and hdfc debit card to avail Kindle unlimited... please make use of other debit cards feasible",4,9/24/2018,0.0299,0.084,0.837,0.079
Good,5,9/24/2018,0.4404,1,0,0
I enjoyed this because my uncle recently released a memoir,5,9/24/2018,0.5106,0.32,0.68,0
Its worth it,5,9/24/2018,0.2263,0.487,0.513,0
Himanshu jaat,5,9/24/2018,0,0,1,0
Will not download books since the last update. I've done everything. FIX THIS!!!!,1,9/24/2018,0,0,1,0
Good,5,9/24/2018,0.4404,1,0,0
I don't use it....,1,9/24/2018,0,0,1,0
I won't to dealet it,1,9/24/2018,0,0,1,0
Waiting on the continuous scroll option like the iOS counter part. Scrolling makes a whole lot more sense on a phone than page flips.,3,9/24/2018,0.3612,0.106,0.894,0
It keeps dowloading back on to my phone,1,9/24/2018,0,0,1,0
Exlent work superb apps,5,9/24/2018,0.6249,0.577,0.423,0
Installs OK on HTC 10 and initially downloaded my books. Everything fine now and a good companion to my Kindle as all books are sinced,4,9/24/2018,0.7672,0.267,0.733,0
Nice aap,5,9/24/2018,0.4215,0.737,0.263,0
Easy to use. Good note taking for your books. Good reader. Easy to do for books.,5,9/24/2018,0.891,0.492,0.508,0
This is the nice app for reading book and comics I love love it this app very cool app,5,9/24/2018,0.9299,0.496,0.504,0
Nothing,5,9/24/2018,0,0,1,0
Big book collection and easy cross device reading,4,9/24/2018,0.4404,0.293,0.707,0
GOOD APP,5,9/24/2018,0.4404,0.744,0.256,0
GOOD APP !,5,9/24/2018,0.4926,0.761,0.239,0
Hate it blha,1,9/24/2018,-0.5719,0,0.351,0.649
Just doesn't work very well. Constant connectivity issues; downloads not accessible; crashes out frequently.,2,9/24/2018,0.432,0.217,0.67,0.113
Good one,5,9/24/2018,0.4404,0.744,0.256,0
I love reading. I just wish i had access to kindle unlimited to read a whole lot more,4,9/24/2018,0.7845,0.365,0.635,0
So good,3,9/24/2018,0.4927,0.762,0.238,0
Amazing Amazon App(Aaa),5,9/24/2018,0.6705,0.846,0.154,0
"Becoming increasingly obnoxious. Runs in th background, and refuses to let my tablet shut it off and blocks force stopping it!",2,9/24/2018,-0.6996,0,0.726,0.274
Kindle is a wonderful app to read e-books. It's easy to use. A lot of customized features. I love the high lite features too.,5,9/24/2018,0.8957,0.375,0.625,0
its really good app,5,9/24/2018,0.4927,0.516,0.484,0
Very nice,5,9/24/2018,0.4754,0.756,0.244,0
Great apps,5,9/24/2018,0.6249,0.804,0.196,0
Nothing,5,9/24/2018,0,0,1,0
Super,3,9/24/2018,0.5994,1,0,0
Just downloaded it! Love the idea!,5,9/24/2018,0.6988,0.489,0.511,0
I think that this app should let you read for free,1,9/24/2018,0.5106,0.268,0.732,0
Doesn't have kannada books/novels.,1,9/24/2018,0,0,1,0
I just wanted to read Mine Kampf,1,9/24/2018,0,0,1,0
Mindblowing aap,5,9/24/2018,0,0,1,0
Very bad app,1,9/24/2018,-0.5849,0,0.345,0.655
It satisfies my habit of reading☺️,5,9/24/2018,0.4215,0.359,0.641,0
I love it,5,9/24/2018,0.6369,0.808,0.192,0
Do not want this app!!!!!!!!!,1,9/24/2018,-0.3378,0,0.626,0.374
Love this app! 👌,5,9/24/2018,0.8916,0.842,0.158,0
Nics,4,9/24/2018,0,0,1,0
Amazing app,5,9/24/2018,0.5859,0.792,0.208,0
Bore,1,9/24/2018,-0.25,0,0,1
I love this app so much,5,9/24/2018,0.6369,0.512,0.488,0
Great and Excellent app. Enjoy my books hey,5,9/24/2018,0.9001,0.688,0.312,0
App is repetitive and confusing,1,9/24/2018,-0.4404,0,0.435,0.565
I love it,5,9/24/2018,0.6369,0.808,0.192,0
Ok good for reading (free) books not a paid book's,4,9/24/2018,0.6249,0.421,0.579,0
No audio reading option,1,9/24/2018,-0.296,0,0.577,0.423
Bekar,1,9/24/2018,0,0,1,0
good,5,9/24/2018,0.4404,1,0,0
Hii,5,9/24/2018,0,0,1,0
"All fine, does what it says but with loads of books it can take far too long to categorise or find the ones you haven't read.",4,9/24/2018,0.1027,0.053,0.947,0
Missing the key feature Text to Speech. Please add that feature. It would be appreciated. Thank you.,2,9/24/2018,0.7096,0.348,0.558,0.094
#It's A great e-book for book lovers I love so much this app #There have a s many free books For read #I suggest that download it and enjoy with books,5,9/24/2018,0.9595,0.453,0.547,0
"Needs more customization options and lately the app crashes. Had to uninstall/ reinstall multiple times and still not working properly. There are only a few color options, most too bright to read at night, strains the eyes. As a prime member and a Kindle unlimited subscriber, I expect a lot more - especially for a company so profitable. IMPROVE YOUR APP!",3,9/24/2018,0.6153,0.165,0.729,0.106
Aal wis,5,9/24/2018,0,0,1,0
Superb,5,9/24/2018,0.6249,1,0,0
Good,5,9/24/2018,0.4404,1,0,0
Good,5,9/24/2018,0.4404,1,0,0
"Completely unable to read at night with this new update. Where the hell are the in-book (while reading) brightness settings?? Main Kindle menu dims to phone settings, but when you open a book or magazine, the brightness goes to max. Ridiculous",2,9/24/2018,-0.2982,0.109,0.756,0.135
No,1,9/24/2018,-0.296,0,0,1
Perfect for on the go reading,5,9/24/2018,0.5719,0.425,0.575,0
Super👌👌👌,5,9/24/2018,0,0,1,0
This is good app,5,9/24/2018,0.4404,0.492,0.508,0
"The App is very good since you can access your library at any time. I loved it, Bravo!",4,9/24/2018,0.8118,0.33,0.67,0
It was 5 star until it updated. I do not like the fact you can't read along while listening anymore! Sometimes I like to reading and listening at the same time! Now you have to choose very unhappy! 😢,3,9/24/2018,-0.8902,0,0.74,0.26
I absolutely love it I love being able to get the kind of books I read on here,5,9/24/2018,0.8746,0.409,0.591,0
Nice,5,9/24/2018,0.4215,1,0,0
"The biggest complaint I have is the amount of popup ads, they interrupt your reading every 5 min!!",2,9/24/2018,-0.6351,0,0.73,0.27
"Screen is turning off while reading, this did not happen on older version",3,9/24/2018,0,0,1,0
Only request just one there are a few books available with amazon in 'hard cover' but not with kindle despite the fact that those books could easily been converted by them for kindle.,5,9/24/2018,0.5023,0.128,0.837,0.035
I don't like this app,1,9/24/2018,-0.2755,0,0.587,0.413
Wasn't happy with it,3,9/24/2018,-0.4585,0,0.5,0.5
Great!!!,5,9/24/2018,0.7163,1,0,0
Idk my dudes i just listen to books,5,9/24/2018,-0.1027,0,0.811,0.189
"Really good selection, even amongst the free books they offer",5,9/24/2018,0.7574,0.448,0.552,0
Cool,5,9/24/2018,0.3182,1,0,0
At this stopping every time I try to read one of my Books Please fix this problem,2,9/24/2018,-0.25,0.117,0.663,0.219
I LOVE KINDLE! ♥♥,5,9/24/2018,0.7371,0.723,0.277,0
Only used this app a couple of times,4,9/24/2018,0,0,1,0
Just horrible,1,9/24/2018,-0.5423,0,0.222,0.778
I really love it..,5,9/24/2018,0.6697,0.692,0.308,0
after reading everyones revues I dnt think I will ESPC after readn the revue about having to get an email from Amazon to fix the problem that the update was SUPPOSED to fix! hmm...that just seems redundant to me....,3,9/24/2018,-0.3164,0.043,0.882,0.075
"I bought books on my old phone, and now that Im sign in with my new phone, My purchased books are gone :(",1,9/24/2018,-0.4404,0,0.879,0.121
Really good shamazing x,4,9/24/2018,0.4927,0.615,0.385,0
It's a good app but it's expensive to buy the ebook rather go get it in book store:(,3,9/24/2018,-0.4678,0.093,0.716,0.191
Its great,5,9/24/2018,0.6249,0.804,0.196,0
Pretty damn cool,5,9/24/2018,0.4215,0.671,0,0.329
Please tell us every language that is available in this app plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,3,9/24/2018,0.3182,0.173,0.827,0
"Excellent way to do the self explanatory - to use your tablet as a kindle and carry a fully stocked library of reading material, as well as suggestions and other content. Plenty of samples and free content available as well as stuff so cheap the cost us barely worth mentioning. There are also plenty of ways to adjust the reading contrast, but it largely depends on the tablet. I love it personally.",5,9/24/2018,0.9136,0.192,0.808,0
Better,4,9/24/2018,0.4404,1,0,0
I like it,5,9/24/2018,0.3612,0.714,0.286,0
Reading is boring but not with this because it is more fun because it is on your phone,5,9/24/2018,0.6416,0.217,0.71,0.073
I love this app.... Zef bezose,5,9/24/2018,0.6369,0.512,0.488,0
Fine,4,9/24/2018,0.2023,1,0,0
"I am getting really PISSED OFF with the current version of this app! Every time I leave it, instead of resuming where I left it, it goes back to the library! Even worse - whilst I am reading, it suddenly reverts to a black screen and eventually back to the library but when I reselect the book I'm reading AGAIN, it goes to an old page I read half an hour or so ago! Bloody fix it!",2,9/24/2018,-0.8933,0,0.847,0.153
The best app ever😍😍😍😍,5,9/24/2018,0.6369,0.583,0.417,0
"For whatever reason, I can ONLY open my books & samples I've downloaded by seeing them in the store and selecting to ""Read Now"". It's weird, I've all my purchased books downloaded to my phone & tablet, and a ton of samples. I don't have this trouble with the tablet, just my phone. And while the cover pictures are readily available on my tablet, they aren't on my phone unless I go through to aforementioned process...",4,9/24/2018,-0.5893,0,0.934,0.066
Dudusjw,5,9/24/2018,0,0,1,0
Amazing 👍👍👍👍👍👍 app,5,9/24/2018,0.5859,0.655,0.345,0
It is awesome,5,9/24/2018,0.6249,0.672,0.328,0
It is good for students who wants learn more and scored good marks,3,9/24/2018,0.7003,0.345,0.655,0
Great app..,5,9/24/2018,0.6249,0.804,0.196,0
Super,5,9/24/2018,0.5994,1,0,0
Nice,3,9/24/2018,0.4215,1,0,0
Nice,5,9/24/2018,0.4215,1,0,0
Great reading app kids love it,5,9/24/2018,0.8519,0.675,0.325,0
good,5,9/24/2018,0.4404,1,0,0
I don't like it.,1,9/24/2018,-0.2755,0,0.487,0.513
awesome app,5,9/24/2018,0.6249,0.804,0.196,0
Amazon has steadily improved its Kindle Android app over the years and it's now excellent. Recommended.,3,9/24/2018,0.8519,0.462,0.538,0
Nice,4,9/24/2018,0.4215,1,0,0
"Best reading app...and easy to use, glad to use it.",5,9/24/2018,0.8779,0.591,0.409,0
Excellent,5,9/24/2018,0.5719,1,0,0
Great app,5,9/24/2018,0.6249,0.804,0.196,0
Nice,5,9/24/2018,0.4215,1,0,0
😱 wow,5,9/24/2018,-0.25,0.328,0.172,0.5
This is an amazing app. Period. I would've given it 5 stars but it started forcing me to read in landscape mode. I have a big issue with apps forcing me to do something I don't like.,3,9/24/2018,-0.0683,0.068,0.856,0.076
It's very useful...plzz download it...😀😀,5,9/24/2018,0,0,1,0
Hindi language ka bhi app banao,5,9/24/2018,0,0,1,0
😘,5,9/24/2018,0.4215,0.583,0.417,0
I have uninstalled it. N now the downloading is pending. Pls do something. I require this,5,9/24/2018,0.0772,0.098,0.902,0
Good,5,9/24/2018,0.4404,1,0,0
👪raffia. 🎇,5,9/24/2018,0,0,1,0
"I am in my mid 20s and I an trying to use this app on my android device. I like everything else until I came to a decision that this app might not have been fully developed for my samsung galaxy s9+. I added 5 different books to purchase in my shopping cart, but my shopping cart is nowhere to be found. I can add items to my shopping cart and it clearly seems like its adding my wishlists to somewhere, but I wasted 30 minutes in trying to find this shopping cart so that I can see the books I saved to buy for the future. I am fairly handy with smartphone devices and techology. Im not sure if this app is even fully developed for my device for use.",3,9/24/2018,0.6712,0.093,0.856,0.051
"This app doesn't open up on my S9 plus phone, keeps saying loading recommendations, and when I try to open the kindle store I get a black screen!!",1,9/24/2018,0,0,1,0
"No Kannada Books,Novel so I am disappointed.",1,9/24/2018,-0.6786,0,0.418,0.582
Wow,5,9/24/2018,0.5859,1,0,0
Very useful,5,9/24/2018,0.4927,0.762,0.238,0
Worst App,1,9/24/2018,-0.6249,0,0.196,0.804
Amarjeet,3,9/24/2018,0,0,1,0
Nice work,5,9/24/2018,0.4215,0.737,0.263,0
Bad app,5,9/24/2018,-0.5423,0,0.222,0.778
Ausam,5,9/24/2018,0,0,1,0
Love to read.,5,9/24/2018,0.6369,0.677,0.323,0
STUDY GUIDE,5,9/24/2018,0,0,1,0
"For some reason, the app will not allow me to download KU within the app. I have to leave the app and download from the Amazon Store directly. Very inconvenient.",3,9/24/2018,-0.4327,0.053,0.775,0.172
Good,5,9/24/2018,0.4404,1,0,0
Use full app,3,9/24/2018,0,0,1,0
The app won't download my books or library from my Galaxy s8 active. It acts as if it isn't getting internet signal.,1,9/24/2018,0.4019,0.114,0.886,0
Nice apps,5,9/24/2018,0.4215,0.737,0.263,0
Best reading app 😘,5,9/24/2018,0.7906,0.636,0.364,0
Very intrustng,5,9/24/2018,0,0,1,0
I understand,5,9/24/2018,0,0,1,0
A blank screen shows up when I open. Have uninstalled and reinstalled with no change. Help because I like this app.,1,9/24/2018,0.4588,0.232,0.67,0.098
Patience,5,9/24/2018,0,0,1,0
It would be appreciable if you have embedded English to hindi dictionary to know the hindi meaning of tough English words through tapping on it while reading the text.,3,9/24/2018,-0.128,0,0.949,0.051
Fantastic,5,9/24/2018,0.5574,1,0,0
Nice,5,9/24/2018,0.4215,1,0,0
I love the Kindle App just as much I loved my kindle. I love and appreciate reading.,5,9/24/2018,0.9432,0.6,0.4,0
I doubt I will ever use and I don't like as permanent app on cell,1,9/24/2018,-0.5588,0,0.684,0.316
Good app,5,9/24/2018,0.4404,0.744,0.256,0
It doesn't always sync to my other devices but other than that it works well.,4,9/24/2018,0.3919,0.159,0.841,0
I love this app very much must download. but sometimes it says not responding,5,9/24/2018,0.3818,0.178,0.822,0
"Unable to sync with my amazon.in account, it just goes to amazon.com and thus, im unable to use my Prime Reading.",1,9/24/2018,0,0,1,0
Cool,5,9/24/2018,0.3182,1,0,0
"This app kept crashing while I was reading, which really sucks so I'm happily going back to real books. I really tried to like this kind of technology but I just don't think it's ready for real bookworms yet. The crashing thing it did (screen suddenly turned black, reader closed, had to open it from the store and find my page again because it obviously wasn't marked) was what changed my mind. I personally don't like all the bells and whistles (like the app thinks it can keep track of where I'm at in the book???). Accidentally touch the screen and you're screwed!",1,9/24/2018,-0.7029,0.071,0.816,0.113
Best appp,5,9/24/2018,0.6369,0.808,0.192,0
Impossible to navigate.,1,9/24/2018,0,0,1,0
I love reading on this app its. Very easy to use,5,9/24/2018,0.8122,0.48,0.52,0
Glad I have it. Thank you.,4,9/24/2018,0.6705,0.647,0.353,0
They've made it rubbish - why can't you see the price of a book in the basic search or even filter by price. More money -grabbing tactics from amazon.,1,9/24/2018,0.1779,0.061,0.939,0
Great,5,9/24/2018,0.6249,1,0,0
"Fine app so far. With ebooks I own, I should have the capability to highlight black (ie, cross out) words and passages I find offensive, just like I do with printed books I own. That would give this 5 stars.",3,9/24/2018,0.4019,0.169,0.756,0.076
Like the ability to use the kindle functions without buying a kindle reader.,5,9/24/2018,0.5859,0.324,0.676,0
Wouldn't be without this app.great for all avid reader.,5,9/24/2018,0.296,0.216,0.784,0
A good app,5,9/24/2018,0.4404,0.744,0.256,0
Noice,5,9/24/2018,0,0,1,0
It is good but not very good.,1,9/24/2018,0.7003,0.537,0.463,0
A very nice app,5,9/24/2018,0.4754,0.607,0.393,0
Best,5,9/24/2018,0.6369,1,0,0
Not sure,5,9/24/2018,-0.2411,0,0.338,0.662
This app is great!!,5,9/24/2018,0.6892,0.61,0.39,0
Best app ever Thanks so much for all your help and support,5,9/24/2018,0.91,0.61,0.39,0
All kind of study materials are get in this app,5,9/24/2018,0,0,1,0
this is a great app,1,9/24/2018,0.6249,0.577,0.423,0
Awsm app,5,9/24/2018,0,0,1,0
Search for books on Kindle store is poor,4,9/24/2018,-0.4767,0,0.693,0.307
"This app is worst, it not provide what I need, sucking app😠😠😠😠",1,9/24/2018,-0.6249,0,0.709,0.291
Good,4,9/24/2018,0.4404,1,0,0
Good,5,9/24/2018,0.4404,1,0,0
Best app😃 Literally the best application for the readers next door.,5,9/24/2018,0.8555,0.483,0.517,0
I love it Somr much get kindle,5,9/24/2018,0.6369,0.457,0.543,0
I love the Amazon services,5,9/24/2018,0.7096,0.747,0.253,0
I am impressed from this app,5,9/24/2018,0.4767,0.437,0.563,0
Do you have to buy them,3,9/24/2018,0,0,1,0
Useful,4,9/24/2018,0.4404,1,0,0
"Almost my entire ebook library dating back to 2013 disappeared. I am so upset because I paid for all those ebooks! :-( I have emailed Amazon Customer Support repeatedly about this problem, but they have been unable to completely resolve the issue with my Anazon Kindle app. My phone is a Samsung Galaxy S9+ with 256 GB internal stodage + 128 GB SD card. So I don't think a shortage of memory space is the cause.",1,9/24/2018,0.5615,0.126,0.782,0.092
Kids loved it,5,9/24/2018,0.5994,0.661,0.339,0
Good to learn,5,9/24/2018,0.4404,0.592,0.408,0
I am trying to remove items from my library and there is no such option to remove items. Also i am not able to do anything to change suggested books. Not happy with this app at all.,1,9/24/2018,-0.6367,0,0.864,0.136
Bahut sunder,5,9/24/2018,0,0,1,0
Masa gaada pilihan Indonesia :(((((((,2,9/24/2018,0,0,1,0
Very bad,5,9/24/2018,-0.5849,0,0.209,0.791
In this there our many stories by reading these stories my vocabulary became very good this is too good app,5,9/24/2018,0.7496,0.262,0.738,0
Downloaded but wouldn't open.,1,9/24/2018,0,0,1,0
Awesome App!!,5,9/24/2018,0.6892,0.824,0.176,0
Does not work on my note 9.,1,9/24/2018,0,0,1,0
The books are so costly! There are some apps that let you read books for free I can download the PDF or ebook of a novel for free on Google,1,9/24/2018,0.8088,0.262,0.685,0.053
It won't even open,1,9/24/2018,0,0,1,0
Awesome app,5,9/24/2018,0.6249,0.804,0.196,0
Internal notifications and an inescapable stream of recommendations- I'd like to just read what I already paid for please.,1,9/24/2018,0.5859,0.231,0.769,0
I have a stressful lifestyle and look forward to reading in the evening using the Kindle app . So far I have been able to use it on all my divises.,5,9/24/2018,-0.5106,0,0.887,0.113
I am not able to download book tell me what to do,4,9/24/2018,0,0,1,0
"I hate Kindle, let me uninstall it. Now.",1,9/24/2018,-0.8625,0,0.368,0.632
Terrible 😂,1,9/24/2018,-0.0516,0.322,0.254,0.424
It stinks,1,9/24/2018,-0.25,0,0.333,0.667
Totally worth installing you should get the app,5,9/24/2018,0.2944,0.239,0.761,0
It would not let me sign up because it said my email already exists??,1,9/24/2018,0,0,1,0
I use this everyday,5,9/24/2018,0,0,1,0
So Proud to have sing and wrote you already know I loved all the scary stories rewriten right back at Faith and Greg Aisles King and Chris' Replacement the rage inside of me was Greatfully. BROKE IN AND YET THE TRUTH WAS EASIER TO BEAR. SIOBHAN JUSTINE KELLY WON'T BE WRITING ANYTHING LIKE THIS SCARY STORIES BOOK THATS ALREADY BEEN PUT IN OUR HANDS FINISHERS AND ABLE N CAINE I'M 1ST KNIGHT O'RION THORE I CAN TAKE YOU SWIMMING WITHOUT THE MONEY,5,9/24/2018,0.5984,0.191,0.664,0.144
Why do you need to put your Amazon details in surely you should just be able to sign up for free cause all ur doing is reading,1,9/24/2018,0.7845,0.248,0.752,0
It was great if these hater hating guess what dont hate till your hair turns gray,5,9/24/2018,0.2495,0.282,0.476,0.242
👍,5,9/24/2018,0,0,1,0
